Lieu de prêt,Emplacement,"Nb prêt
02/12/19","Nb prêt
03/12/19","Nb prêt
04/12/19","Nb prêt
05/12/19","Nb prêt
06/12/19","Nb prêt
07/12/19","Nb prêt
09/12/19","Nb prêt
10/12/19","Nb prêt
11/12/19","Nb prêt
12/12/19","Nb prêt
13/12/19","Nb prêt
14/12/19","Nb prêt
16/12/19","Nb prêt
17/12/19","Nb prêt
18/12/19","Nb prêt
19/12/19","Nb prêt
20/12/19","Nb prêt
21/12/19","Nb prêt
23/12/19","Nb prêt
24/12/19","Nb prêt
26/12/19","Nb prêt
27/12/19","Nb prêt
28/12/19","Nb prêt
30/12/19","Nb prêt
31/12/19"
Charles-Gautier-Hermeland,TOTAL            ,39,661,1143,555,504,2081,5,575,1432,352,553,2697,9,854,1377,603,572,2565,10,575,909,724,1407,3,730
                         ,ALBUMS           ,12,53,167,101,62,391,0,113,223,51,49,487,1,172,166,84,26,358,0,63,79,98,162,0,80
                         ,ARTS             ,0,8,14,9,3,20,0,12,19,9,9,20,0,4,25,15,11,33,0,9,14,5,20,0,5
                         ,GRAPHISME        ,0,2,5,1,1,10,0,3,4,3,2,13,0,5,6,0,2,7,0,3,0,2,8,0,4
                         ,AUTOUR DU JEU    ,0,4,0,0,0,0,0,0,1,0,0,4,0,0,1,1,0,0,0,0,0,0,0,1,0
                         ,BD ADULTES       ,1,33,68,15,58,133,1,36,44,12,22,170,1,67,61,11,76,170,1,29,50,42,104,0,58
                         ,BD JEUNESSE      ,0,62,242,99,40,357,0,66,219,48,76,568,0,71,263,63,67,523,2,78,104,96,253,0,147
                         ,CINEMA ADULTES   ,0,44,84,25,41,109,0,37,69,31,72,156,0,47,94,51,41,138,1,83,119,47,114,0,56
                         ,CINEMA JEUNESSE  ,2,14,49,39,29,68,0,9,46,10,11,94,0,30,71,25,14,69,0,32,20,25,57,0,24
                         ,DANSE            ,0,1,2,2,5,11,0,0,0,4,12,1,0,5,8,10,7,8,0,3,7,1,4,0,1
                         ,GEOGRAPHIE       ,0,8,12,10,6,20,0,3,6,1,4,44,0,6,20,3,27,29,0,5,22,14,43,0,8
                         ,HISTOIRE         ,0,7,15,6,6,17,0,10,8,13,0,15,0,15,9,6,6,19,1,2,7,4,9,0,6
                         ,INFORMATIQUE     ,0,3,7,0,1,19,0,6,9,0,3,27,0,3,4,1,1,9,0,3,7,2,4,0,0
                         ,JEUX D'ASSEMBLAGE,0,12,7,3,5,13,0,7,11,2,1,22,0,7,7,3,2,25,0,0,3,3,12,0,1
                         ,JEUX D'EXERCICES ,0,0,14,5,2,8,0,2,6,0,3,4,1,8,15,3,2,8,0,3,0,1,13,0,0
                         ,JEUX             ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,JEUX A REGLES    ,0,27,36,26,21,67,0,13,44,8,23,122,0,33,41,23,17,111,1,20,24,44,31,0,37
                         ,JEUX SYMBOLIQUES ,0,9,9,5,5,26,0,7,19,5,7,23,0,12,22,9,0,25,0,3,2,6,26,0,4
                         ,JEUX VIDEO       ,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,1,0,0,0,0
                         ,LANGUES          ,0,0,6,0,0,6,0,2,8,2,4,12,0,1,8,1,4,11,0,0,1,2,10,0,1
                         ,LITTERATURE      ,0,3,0,2,0,9,0,1,7,2,3,12,0,0,2,0,4,3,0,2,3,0,4,0,4
                         ,FONDS LOCAL      ,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
                         ,LOISIRS CREATIFS ,1,6,7,7,2,26,1,5,29,4,14,18,1,5,5,4,7,20,0,1,8,16,10,0,10
                         ,MUSIQUE ADULTES  ,1,40,62,20,24,72,0,11,63,9,54,104,0,43,57,49,49,130,0,42,64,29,82,0,36
                         ,MUSIQUE JEUNESSE ,0,2,12,3,7,11,0,5,19,0,5,20,0,12,14,15,1,36,0,2,1,15,8,0,6
                         ,PHILOSOPHIE      ,0,1,2,1,1,7,0,1,9,0,3,8,0,5,8,10,3,3,0,2,2,1,8,0,1
                         ,PRESSE           ,1,48,47,28,30,120,0,24,64,31,26,89,1,62,83,24,17,154,0,17,24,16,88,1,36
                         ,FONDS PRO        ,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,PSYCHOLOGIE      ,5,8,14,3,9,13,0,2,24,2,5,31,1,3,14,3,9,15,0,2,8,1,11,0,2
                         ,RELIGIONS        ,0,2,3,1,1,1,0,1,3,2,1,7,0,1,5,1,7,6,0,2,4,7,5,0,3
                         ,ROMANS ADULTES   ,0,77,121,50,77,198,0,141,109,52,71,211,0,154,155,96,88,205,1,69,129,86,105,0,71
                         ,ROMANS JEUNESSE  ,1,82,76,47,15,182,3,15,139,6,24,177,1,29,106,24,14,225,1,36,84,37,67,0,87
                         ,SCIENCES         ,0,5,14,6,12,30,0,15,26,9,4,74,0,9,29,10,9,51,0,20,26,60,39,0,6
                         ,SOCIETE          ,1,21,15,20,11,53,0,11,32,1,8,48,0,7,19,9,18,22,0,8,21,15,16,1,13
                         ,SPORTS ET LOISIRS,0,2,0,0,4,14,0,0,3,0,2,8,0,0,4,1,5,13,0,2,0,0,3,0,4
                         ,VIE PRATIQUE     ,14,17,26,9,16,41,0,12,48,13,14,94,2,16,41,8,17,101,2,29,33,39,59,0,13
                         ,THEATRE          ,0,59,6,2,10,29,0,5,117,22,18,9,0,20,12,40,19,36,0,5,41,10,32,0,6
                         ,VERSION ORIGINALE,0,1,0,0,0,0,0,0,1,0,3,2,0,0,0,0,2,2,0,0,0,0,0,0,0
                         ,xx               ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellevue                 ,TOTAL            ,327,253,756,0,310,0,236,199,904,20,159,0,272,339,653,161,225,0,156,0,0,66,0,148,0
                         ,ALBUMS           ,114,60,136,0,64,0,43,35,203,19,24,0,38,74,146,140,40,0,24,0,0,0,0,12,0
                         ,ARTS             ,2,4,2,0,1,0,1,2,7,0,1,0,5,0,1,0,11,0,3,0,0,0,0,0,0
                         ,GRAPHISME        ,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
                         ,AUTOUR DU JEU    ,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
                         ,BD ADULTES       ,17,6,37,0,23,0,7,3,44,0,9,0,6,13,23,0,0,0,8,0,0,11,0,16,0
                         ,BD JEUNESSE      ,60,89,225,0,94,0,55,53,205,0,58,0,32,114,192,0,28,0,56,0,0,2,0,59,0
                         ,CINEMA ADULTES   ,31,12,20,0,18,0,17,4,14,0,2,0,14,14,17,1,8,0,5,0,0,14,0,4,0
                         ,CINEMA JEUNESSE  ,1,6,26,0,13,0,7,12,40,0,7,0,17,14,48,0,14,0,1,0,0,2,0,8,0
                         ,DANSE            ,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0
                         ,GEOGRAPHIE       ,0,2,5,0,0,0,2,1,15,0,0,0,2,4,11,2,0,0,0,0,0,5,0,0,0
                         ,HISTOIRE         ,0,0,2,0,0,0,3,3,2,0,0,0,4,1,0,0,3,0,2,0,0,0,0,3,0
                         ,INFORMATIQUE     ,2,0,3,0,2,0,0,0,2,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0
                         ,JEUX D'ASSEMBLAGE,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
                         ,JEUX D'EXERCICES ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,JEUX A REGLES    ,0,2,4,0,0,0,0,0,7,0,2,0,0,2,1,0,1,0,0,0,0,0,0,2,0
                         ,JEUX SYMBOLIQUES ,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
                         ,JEUX VIDEO       ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
                         ,LANGUES          ,1,0,13,0,0,0,3,1,6,0,0,0,0,5,2,0,2,0,0,0,0,1,0,0,0
                         ,LITTERATURE      ,0,0,0,0,0,0,2,1,3,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0
                         ,LOISIRS CREATIFS ,1,0,4,0,1,0,2,1,5,0,0,0,4,2,2,0,3,0,1,0,0,1,0,1,0
                         ,MUSIQUE ADULTES  ,0,1,7,0,5,0,1,4,3,1,0,0,18,3,7,0,1,0,1,0,0,5,0,6,0
                         ,MUSIQUE JEUNESSE ,6,4,6,0,0,0,6,0,12,0,4,0,5,2,4,8,6,0,3,0,0,0,0,0,0
                         ,PHILOSOPHIE      ,2,1,2,0,1,0,2,0,12,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0
                         ,PRESSE           ,4,2,64,0,0,0,18,4,50,0,15,0,32,13,37,0,27,0,10,0,0,1,0,2,0
                         ,PSYCHOLOGIE      ,1,1,5,0,3,0,1,3,7,0,0,0,3,0,3,0,4,0,0,0,0,0,0,1,0
                         ,RELIGIONS        ,1,0,1,0,3,0,1,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0
                         ,ROMANS ADULTES   ,11,17,46,0,35,0,24,28,39,0,5,0,30,25,33,0,40,0,17,0,0,16,0,23,0
                         ,ROMANS JEUNESSE  ,48,37,109,0,24,0,17,30,156,0,23,0,21,49,75,6,24,0,12,0,0,0,0,3,0
                         ,SCIENCES         ,1,5,5,0,4,0,7,4,31,0,4,0,7,3,7,4,3,0,3,0,0,1,0,1,0
                         ,SOCIETE          ,4,1,3,0,2,0,1,1,5,0,1,0,3,1,11,0,0,0,1,0,0,4,0,0,0
                         ,SPORTS ET LOISIRS,0,1,6,0,3,0,3,1,4,0,1,0,3,0,5,0,0,0,0,0,0,0,0,4,0
                         ,VIE PRATIQUE     ,20,1,15,0,13,0,11,8,28,0,2,0,12,0,20,0,2,0,4,0,0,2,0,0,0
                         ,THEATRE          ,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,2,0,0,0,0,1,0
 Ludothèque Municipale        ,TOTAL            ,0,61,126,0,49,68,0,50,73,15,44,93,0,119,107,4,48,0,0,35,0,41,0,0,54
                         ,ALBUMS           ,0,1,0,0,0,3,0,0,5,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,8
                         ,AUTOUR DU JEU    ,0,16,5,0,0,6,0,3,3,2,0,1,0,1,5,0,0,0,0,1,0,2,0,0,3
                         ,BD ADULTES       ,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1
                         ,BD JEUNESSE      ,0,2,0,0,1,0,0,3,0,0,12,3,0,0,1,0,0,0,0,2,0,2,0,0,4
                         ,CINEMA ADULTES   ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
                         ,CINEMA JEUNESSE  ,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1
                         ,HISTOIRE         ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,JEUX D'ASSEMBLAGE,0,2,13,0,4,5,0,3,14,0,0,14,0,11,13,0,4,0,0,1,0,2,0,0,7
                         ,JEUX D'EXERCICES ,0,8,21,0,3,1,0,7,10,0,8,7,0,9,18,0,3,0,0,0,0,1,0,0,6
                         ,GRANDS JEUX      ,0,0,0,0,28,0,0,0,2,0,4,0,0,15,0,0,10,0,0,0,0,1,0,0,0
                         ,JEUX A REGLES    ,0,17,42,0,7,17,0,23,18,4,12,47,0,41,38,3,27,0,0,24,0,20,0,0,9
                         ,JEUX SYMBOLIQUES ,0,10,37,0,6,10,0,7,20,0,4,14,0,22,26,0,3,0,0,5,0,13,0,0,5
                         ,JEUX VIDEO       ,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,LITTERATURE      ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,MUSIQUE ADULTES  ,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
                         ,MUSIQUE JEUNESSE ,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1
                         ,PHILOSOPHIE      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
                         ,PSYCHOLOGIE      ,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
                         ,ROMANS ADULTES   ,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
                         ,ROMANS JEUNESSE  ,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
                         ,SOCIETE          ,0,2,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
                         ,VIE PRATIQUE     ,0,1,2,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Gao Xingjian - Sillon    ,TOTAL            ,0,189,445,67,138,428,2,147,194,206,268,354,0,231,295,182,134,0,0,354,139,277,0,0,196
                         ,ALBUMS           ,0,28,95,30,0,84,0,18,34,32,63,55,0,20,49,19,7,0,0,53,5,88,0,0,22
                         ,ARTS             ,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0
                         ,GRAPHISME        ,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,AUTOUR DU JEU    ,0,0,0,0,0,2,0,0,0,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0
                         ,BD ADULTES       ,0,13,20,0,4,52,0,18,11,16,3,30,0,14,30,32,2,0,0,22,6,13,0,0,8
                         ,BD JEUNESSE      ,0,37,89,12,19,136,2,5,34,60,48,89,0,39,55,26,15,0,0,50,8,44,0,0,36
                         ,CINEMA ADULTES   ,0,0,4,0,1,12,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0
                         ,CINEMA JEUNESSE  ,0,1,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0
                         ,DANSE            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
                         ,GEOGRAPHIE       ,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
                         ,HISTOIRE         ,0,0,7,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
                         ,INFORMATIQUE     ,0,0,1,0,1,4,0,2,2,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0
                         ,JEUX D'ASSEMBLAGE,0,5,2,0,0,2,0,1,6,0,4,1,0,1,1,0,0,0,0,3,0,0,0,0,3
                         ,JEUX D'EXERCICES ,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
                         ,JEUX A REGLES    ,0,22,29,10,10,33,0,16,22,4,19,21,0,29,28,21,14,0,0,66,18,15,0,0,37
                         ,JEUX SYMBOLIQUES ,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,JEUX VIDEO       ,0,6,9,2,2,18,0,0,7,6,5,18,0,5,8,4,9,0,0,20,10,17,0,0,12
                         ,LANGUES          ,0,2,11,0,0,3,0,6,3,6,2,0,0,0,10,1,0,0,0,3,3,2,0,0,3
                         ,LITTERATURE      ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,LOISIRS CREATIFS ,0,1,9,3,6,6,0,0,0,0,5,4,0,2,0,13,5,0,0,6,0,5,0,0,10
                         ,MUSIQUE ADULTES  ,0,0,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
                         ,MUSIQUE JEUNESSE ,0,0,0,2,0,0,0,7,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
                         ,PRESSE           ,0,19,33,0,5,4,0,20,2,4,7,30,0,6,14,6,10,0,0,33,0,7,0,0,8
                         ,FONDS PRO        ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,PSYCHOLOGIE      ,0,2,9,0,2,3,0,1,1,9,1,1,0,5,0,4,1,0,0,7,0,5,0,0,4
                         ,RELIGIONS        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
                         ,ROMANS ADULTES   ,0,30,46,2,38,24,0,29,36,46,46,32,0,60,55,13,31,0,0,44,61,37,0,0,26
                         ,ROMANS JEUNESSE  ,0,10,38,4,28,23,0,5,25,11,35,34,0,21,28,7,30,0,0,22,21,34,0,0,13
                         ,SCIENCES         ,0,1,14,0,3,4,0,5,1,2,3,8,0,5,0,7,0,0,0,3,0,0,0,0,1
                         ,SOCIETE          ,0,4,9,0,6,2,0,4,3,1,8,10,0,4,0,10,2,0,0,4,5,3,0,0,3
                         ,SPORTS ET LOISIRS,0,2,5,0,0,1,0,0,0,0,3,2,0,2,0,2,3,0,0,0,0,0,0,0,2
                         ,VIE PRATIQUE     ,0,3,13,2,9,12,0,6,4,4,5,11,0,6,9,15,3,0,0,15,2,5,0,0,7
                         ,THEATRE          ,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,VERSION ORIGINALE,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
