Lieu de prêt,Emplacement,"Nb prêt
03/09/18","Nb prêt
04/09/18","Nb prêt
05/09/18","Nb prêt
06/09/18","Nb prêt
07/09/18","Nb prêt
08/09/18","Nb prêt
10/09/18","Nb prêt
11/09/18","Nb prêt
12/09/18","Nb prêt
13/09/18","Nb prêt
14/09/18","Nb prêt
15/09/18","Nb prêt
17/09/18","Nb prêt
18/09/18","Nb prêt
19/09/18","Nb prêt
20/09/18","Nb prêt
21/09/18","Nb prêt
22/09/18","Nb prêt
24/09/18","Nb prêt
25/09/18","Nb prêt
26/09/18","Nb prêt
27/09/18","Nb prêt
28/09/18","Nb prêt
29/09/18"
                         ,JEUX A REGLES      ,0,5,50,16,12,74,0,5,46,10,6,18,0,3,46,15,23,73,0,18,26,8,19,79
                         ,JEUX SYMBOLIQUES   ,0,8,31,4,5,12,0,3,15,3,1,6,0,5,27,3,6,29,0,7,18,3,1,17
                         ,JEUX VIDEO         ,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
                         ,LANGUES            ,0,3,9,1,10,0,0,3,7,3,3,9,0,8,14,1,5,11,0,7,5,3,4,20
                         ,LETTRES            ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
                         ,LITTERATURE        ,0,0,3,3,3,1,0,2,6,2,2,2,0,2,8,3,4,9,0,3,1,0,4,3
                         ,FONDS LOCAL        ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
                         ,LOISIRS CREATIFS   ,0,3,21,2,3,5,0,0,26,8,1,7,0,4,15,1,1,27,0,4,29,2,3,18
                         ,MUSIQUE ADULTES    ,1,64,56,36,72,79,3,25,95,49,29,67,2,45,72,24,37,120,0,70,29,27,47,113
                         ,MUSIQUE            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,1,3
                         ,MUSIQUE JEUNESSE   ,0,2,28,1,4,18,0,3,25,8,3,7,0,0,15,6,5,31,0,18,19,7,0,23
                         ,PHILOSOPHIE        ,0,1,7,3,4,13,0,0,15,2,4,7,0,2,2,0,2,6,0,10,5,1,0,16
                         ,PRESSE             ,0,30,110,31,18,66,0,29,61,9,26,29,0,15,65,7,17,98,0,13,61,21,18,113
                         ,FONDS PRO          ,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0
                         ,PSYCHOLOGIE        ,0,4,6,3,12,20,0,3,25,7,5,6,0,3,6,3,2,11,0,9,15,5,6,12
                         ,RELIGIONS          ,0,2,1,4,0,8,0,6,6,1,2,2,0,5,1,3,5,9,0,6,2,1,5,14
                         ,ROMANS ADULTES     ,2,115,117,72,114,141,1,98,132,63,58,85,1,108,125,85,97,137,0,107,89,58,78,135
                         ,ROMANS JEUNESSE    ,0,46,146,10,45,196,0,31,106,12,36,65,0,22,89,44,32,137,9,15,110,9,16,195
                         ,SCIENCES           ,0,9,73,7,5,54,0,9,66,9,2,41,0,3,48,6,16,66,0,18,29,8,7,44
                         ,SOCIETE            ,0,13,23,9,26,38,0,9,12,14,4,11,0,5,16,11,14,23,1,10,31,13,5,30
                         ,SPORTS ET LOISIRS  ,0,4,7,4,3,11,0,2,4,1,3,3,0,2,6,6,4,7,0,2,14,1,0,6
                         ,VIE PRATIQUE       ,0,20,40,19,19,49,0,15,69,11,9,44,0,32,43,12,17,57,2,22,55,7,17,88
                         ,THEATRE            ,0,34,25,18,26,31,0,6,94,50,22,33,0,22,37,16,0,30,1,20,34,33,21,49
                         ,VERSION ORIGINALE  ,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,0,1,2,0,2,0
                         ,xx                 ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bellevue                 ,TOTAL              ,109,117,459,0,125,0,287,185,608,0,188,0,201,207,677,0,238,0,328,197,645,0,163,0
                         ,ALBUMS             ,13,11,41,0,30,0,52,29,97,0,38,0,17,25,117,0,28,0,77,34,107,0,33,0
                         ,ARTS               ,1,1,5,0,1,0,1,0,2,0,0,0,0,3,5,0,3,0,1,2,3,0,1,0
                         ,GRAPHISME          ,0,0,2,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
                         ,AUTOUR DU JEU      ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,BD ADULTES         ,1,21,13,0,1,0,7,9,34,0,12,0,27,17,61,0,10,0,8,20,19,0,4,0
                         ,BD JEUNESSE        ,29,17,127,0,24,0,78,48,157,0,39,0,75,75,183,0,62,0,86,53,182,0,29,0
                         ,CINEMA ADULTES     ,0,9,9,0,13,0,10,4,17,0,4,0,7,8,12,0,7,0,10,7,16,0,6,0
                         ,CINEMA JEUNESSE    ,9,2,24,0,10,0,18,7,22,0,5,0,3,19,27,0,15,0,5,4,30,0,4,0
                         ,CINEMA             ,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,DANSE              ,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
                         ,GEOGRAPHIE         ,0,1,10,0,4,0,2,5,7,0,2,0,3,2,2,0,4,0,1,0,9,0,4,0
                         ,HISTOIRE           ,1,0,5,0,0,0,1,2,2,0,0,0,1,0,1,0,0,0,2,5,5,0,0,0
                         ,INFORMATIQUE       ,0,0,2,0,0,0,0,1,2,0,2,0,1,0,2,0,0,0,2,1,5,0,3,0
                         ,LIVRES SUR LES JEUX,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,JEUX A REGLES      ,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
                         ,JEUX VIDEO         ,0,0,0,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0,1,2,0,0,1,0
                         ,LANGUES            ,3,0,4,0,0,0,1,2,4,0,1,0,0,4,5,0,3,0,1,1,5,0,5,0
                         ,LITTERATURE        ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,LOISIRS CREATIFS   ,0,0,3,0,0,0,1,0,5,0,1,0,1,1,7,0,0,0,1,0,2,0,3,0
                         ,MUSIQUE ADULTES    ,0,4,18,0,1,0,16,1,15,0,3,0,3,5,31,0,1,0,6,0,3,0,2,0
                         ,MUSIQUE JEUNESSE   ,0,0,3,0,0,0,0,6,4,0,1,0,4,1,10,0,0,0,1,4,15,0,10,0
                         ,PHILOSOPHIE        ,1,0,1,0,0,0,1,0,1,0,1,0,1,0,3,0,1,0,0,7,4,0,1,0
                         ,PRESSE             ,14,1,48,0,17,0,13,4,34,0,24,0,16,9,32,0,22,0,9,1,34,0,5,0
                         ,FONDS PRO          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
                         ,PSYCHOLOGIE        ,0,0,3,0,1,0,1,4,4,0,1,0,0,0,5,0,0,0,1,2,2,0,2,0
                         ,RELIGIONS          ,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0
                         ,ROMANS ADULTES     ,21,19,24,0,12,0,36,18,39,0,18,0,12,14,35,0,31,0,68,19,40,0,24,0
                         ,ROMANS JEUNESSE    ,6,14,80,0,2,0,31,36,94,0,11,0,8,18,91,0,28,0,34,26,115,0,16,0
                         ,SCIENCES           ,6,0,13,0,3,0,5,6,17,0,5,0,6,2,14,0,9,0,1,6,17,0,3,0
                         ,SOCIETE            ,0,3,5,0,5,0,3,0,19,0,1,0,6,0,4,0,4,0,3,0,5,0,2,0
                         ,SPORTS ET LOISIRS  ,1,0,2,0,0,0,2,0,0,0,1,0,0,1,2,0,0,0,1,0,5,0,1,0
                         ,VIE PRATIQUE       ,1,12,9,0,0,0,6,1,21,0,16,0,7,1,24,0,8,0,7,3,17,0,2,0
                         ,THEATRE            ,0,0,0,0,0,0,1,0,3,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0
La Ludothèque            ,TOTAL              ,0,21,37,0,40,21,0,47,32,9,34,26,0,37,79,4,39,19,0,15,97,11,74,30
                         ,ALBUMS             ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,AUTOUR DU JEU      ,0,1,7,0,2,2,0,1,2,2,0,0,0,1,4,0,2,0,0,0,3,0,2,4
                         ,BD ADULTES         ,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,1,1,6,0,0
                         ,BD JEUNESSE        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
                         ,CINEMA ADULTES     ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,INFORMATIQUE       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
                         ,JEUX D'ASSEMBLAGE  ,0,2,3,0,3,3,0,2,2,0,2,6,0,6,10,0,1,3,0,4,11,0,4,3
                         ,JEUX D'EXERCICES   ,0,2,4,0,17,1,0,6,8,0,2,6,0,5,13,0,14,4,0,1,16,0,15,8
                         ,LIVRES SUR LES JEUX,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,JEUX A REGLES      ,0,9,12,0,9,4,0,18,10,0,30,11,0,17,14,4,10,6,0,6,48,4,39,1
                         ,JEUX SYMBOLIQUES   ,0,7,8,0,8,11,0,20,10,0,0,3,0,5,37,0,12,6,0,3,16,0,8,14
                         ,PRESSE             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
                         ,FONDS PRO          ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,PSYCHOLOGIE        ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,ROMANS ADULTES     ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
                         ,SOCIETE            ,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,VIE PRATIQUE       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Gao Xingjian - Sillon    ,TOTAL              ,0,272,312,210,113,289,0,242,334,138,103,228,0,184,312,135,140,358,0,199,329,73,131,352
                         ,ALBUMS             ,0,36,48,72,5,52,0,22,57,47,19,43,0,47,55,28,28,33,0,36,72,27,4,76
                         ,ARTS               ,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,1,0,3,2,0,0,2
                         ,BD ADULTES         ,0,15,17,8,9,23,0,26,31,8,5,8,0,11,14,9,5,48,0,15,12,3,8,45
                         ,BD JEUNESSE        ,0,30,65,28,4,64,0,48,64,9,2,70,0,27,60,15,33,81,0,26,67,4,20,61
                         ,CINEMA ADULTES     ,0,0,1,2,1,7,0,2,2,0,0,1,0,0,18,1,0,3,0,8,5,0,0,0
                         ,CINEMA JEUNESSE    ,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,1
                         ,GEOGRAPHIE         ,0,0,0,0,2,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
                         ,HISTOIRE           ,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0
                         ,INFORMATIQUE       ,0,2,2,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,2,2
                         ,JEUX D'ASSEMBLAGE  ,0,2,0,1,2,1,0,0,2,0,0,0,0,0,3,0,2,1,0,0,1,0,0,1
                         ,JEUX D'EXERCICES   ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
                         ,JEUX A REGLES      ,0,14,27,8,25,19,0,21,20,5,15,13,0,9,13,4,10,36,0,16,21,2,18,37
                         ,JEUX SYMBOLIQUES   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
                         ,JEUX VIDEO         ,0,5,12,2,6,12,0,5,13,0,5,9,0,1,9,0,4,11,0,6,9,2,3,20
                         ,LANGUES            ,0,4,10,19,4,3,0,12,8,2,3,5,0,15,3,1,6,5,0,3,6,10,2,9
                         ,LITTERATURE        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
                         ,LOISIRS CREATIFS   ,0,1,4,2,0,1,0,4,3,4,1,0,0,1,3,1,1,4,0,4,7,0,9,6
                         ,MUSIQUE ADULTES    ,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,6,0
                         ,MUSIQUE JEUNESSE   ,0,0,0,3,0,0,0,1,1,1,1,1,0,0,2,2,0,0,0,0,2,0,0,0
                         ,PHILOSOPHIE        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
                         ,PRESSE             ,0,24,23,8,17,17,0,5,16,11,0,5,0,7,36,5,7,8,0,9,27,0,2,16
                         ,FONDS PRO          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
                         ,PSYCHOLOGIE        ,0,1,1,3,3,7,0,5,7,2,2,3,0,3,4,2,1,5,0,1,7,1,0,3
                         ,RELIGIONS          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
                         ,ROMANS ADULTES     ,0,55,32,25,22,26,0,27,23,29,16,32,0,34,37,37,18,35,0,38,31,15,14,21
                         ,ROMANS JEUNESSE    ,0,39,55,15,7,42,0,39,54,9,20,27,0,12,28,12,8,45,0,11,33,2,26,24
                         ,SCIENCES           ,0,12,2,3,0,2,0,5,10,0,0,3,0,1,7,5,0,8,0,0,5,0,1,10
                         ,SOCIETE            ,0,17,4,3,0,2,0,8,5,3,1,1,0,0,2,2,6,15,0,7,5,5,3,3
                         ,SPORTS ET LOISIRS  ,0,2,2,2,0,1,0,0,1,0,3,1,0,0,2,1,0,2,0,0,3,0,1,1
                         ,VIE PRATIQUE       ,0,13,7,6,4,6,0,10,16,7,5,4,0,8,16,8,6,14,0,10,10,2,12,9
                         ,THEATRE            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
