Lieu de prêt,Emplacement,"Nb prêt
01/04/19","Nb prêt
02/04/19","Nb prêt
03/04/19","Nb prêt
04/04/19","Nb prêt
05/04/19","Nb prêt
06/04/19","Nb prêt
08/04/19","Nb prêt
09/04/19","Nb prêt
10/04/19","Nb prêt
11/04/19","Nb prêt
12/04/19","Nb prêt
13/04/19","Nb prêt
15/04/19","Nb prêt
16/04/19","Nb prêt
17/04/19","Nb prêt
18/04/19","Nb prêt
19/04/19","Nb prêt
20/04/19","Nb prêt
23/04/19","Nb prêt
24/04/19","Nb prêt
25/04/19","Nb prêt
26/04/19","Nb prêt
27/04/19","Nb prêt
29/04/19","Nb prêt
30/04/19"
                         ,PHILOSOPHIE        ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0
                         ,PRESSE             ,0,0,12,0,0,0,0,0,2,3,1,0,0,3,0,0,0,0,0,9,0,0,0,0,2
                         ,FONDS PRO          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
                         ,PSYCHOLOGIE        ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
                         ,RELIGIONS          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
                         ,ROMANS ADULTES     ,0,1,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,7,1,2,0,0,1
                         ,ROMANS JEUNESSE    ,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,4,0,0,0,12,6,2,0,0,0
                         ,SCIENCES           ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0
                         ,SOCIETE            ,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,4,1,0,0,1,0,2,0,0,1
                         ,VIE PRATIQUE       ,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,8,0,6,0,0,0
                         ,THEATRE            ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Charles-Gautier-Hermeland,TOTAL              ,6,519,1583,665,672,2427,11,1048,1142,718,704,1425,2,881,1103,755,536,1018,399,1615,382,652,2366,36,572
                         ,ALBUMS             ,0,67,309,119,69,420,0,107,142,79,89,182,0,91,162,57,146,141,43,274,61,36,394,4,41
                         ,ARTS               ,0,5,32,10,14,26,2,18,13,7,4,21,0,9,24,21,12,26,4,23,15,12,29,4,8
                         ,GRAPHISME          ,1,6,11,1,3,6,0,2,0,3,1,2,0,2,0,2,3,9,3,3,1,4,1,0,1
                         ,AUTOUR DU JEU      ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
                         ,BD ADULTES         ,4,21,101,44,36,123,1,52,84,60,32,105,0,35,46,66,30,73,21,62,23,18,162,9,18
                         ,BD JEUNESSE        ,0,19,257,47,82,425,1,160,208,166,126,278,0,141,180,142,36,221,27,286,24,92,476,0,60
                         ,CINEMA ADULTES     ,0,49,88,49,75,170,1,91,33,20,83,81,0,45,69,42,48,61,25,98,32,48,136,1,43
                         ,CINEMA JEUNESSE    ,0,13,63,22,18,93,0,49,31,28,39,20,0,33,45,5,8,30,17,54,6,6,60,0,29
                         ,DANSE              ,0,0,2,9,3,3,0,2,0,0,1,1,0,36,12,12,0,10,5,0,1,5,3,0,1
                         ,GEOGRAPHIE         ,0,31,20,14,10,49,0,27,34,11,9,18,2,11,28,24,15,11,8,37,2,12,36,0,29
                         ,HISTOIRE           ,0,22,27,8,6,21,0,18,13,1,19,16,0,10,19,4,11,10,7,12,4,2,27,0,7
                         ,INFORMATIQUE       ,0,2,8,5,5,11,0,3,6,3,1,7,0,1,2,1,1,5,3,9,4,2,3,0,5
                         ,JEUX D'ASSEMBLAGE  ,0,8,8,8,1,17,0,9,11,4,1,14,0,6,13,0,0,5,1,8,2,5,33,1,4
                         ,JEUX D'EXERCICES   ,0,2,10,7,2,10,0,8,10,10,4,7,0,2,2,13,1,5,2,5,2,5,16,0,0
                         ,JEUX               ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,JEUX A REGLES      ,0,12,45,21,33,64,0,47,42,13,32,54,0,40,37,22,16,33,5,62,4,13,99,0,8
                         ,JEUX SYMBOLIQUES   ,0,5,21,9,6,22,0,15,17,3,0,16,0,4,19,8,5,10,3,9,9,1,23,0,4
                         ,JEUX VIDEO         ,0,0,0,0,0,7,0,1,2,0,0,2,0,0,0,0,1,1,0,1,1,0,1,0,0
                         ,LANGUES            ,0,0,11,1,2,7,0,9,6,1,1,12,0,1,6,5,4,7,2,8,1,6,17,0,1
                         ,LITTERATURE        ,0,1,3,0,4,5,0,5,3,1,1,5,0,0,2,2,0,1,2,3,1,1,3,0,0
                         ,FONDS LOCAL        ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,LOISIRS CREATIFS   ,0,9,15,5,7,12,0,25,12,7,10,15,0,5,11,4,1,10,7,28,1,10,15,0,3
                         ,MUSIQUE ADULTES    ,0,31,79,39,45,150,0,42,64,54,48,91,0,71,39,53,27,38,44,57,16,66,135,0,42
                         ,MUSIQUE JEUNESSE   ,0,2,27,9,8,27,0,3,7,6,11,5,0,7,13,6,4,5,0,15,3,8,17,0,1
                         ,PHILOSOPHIE        ,0,3,7,0,4,8,0,3,9,1,4,5,0,1,7,5,1,5,0,4,3,7,2,0,1
                         ,PRESSE             ,0,8,70,22,10,80,1,47,66,40,13,69,0,36,62,18,27,46,32,65,31,23,72,8,14
                         ,FONDS PRO          ,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0
                         ,PSYCHOLOGIE        ,0,10,8,0,13,22,0,10,15,4,5,16,0,2,7,5,1,11,5,12,6,0,29,0,15
                         ,RELIGIONS          ,0,5,1,1,2,8,0,6,6,0,0,4,0,6,5,0,3,7,2,4,2,6,16,2,8
                         ,ROMANS ADULTES     ,1,115,133,126,89,193,2,115,148,72,43,125,0,107,104,100,68,101,70,180,81,150,187,1,99
                         ,ROMANS JEUNESSE    ,0,16,91,39,40,203,1,58,68,55,42,82,0,73,67,33,25,37,27,141,21,35,212,1,45
                         ,SCIENCES           ,0,4,51,9,21,48,0,26,19,22,12,28,0,56,29,24,18,35,10,41,8,15,44,0,16
                         ,SOCIETE            ,0,9,19,13,16,86,1,21,14,9,16,27,0,15,7,23,2,11,14,23,9,7,30,3,18
                         ,SPORTS ET LOISIRS  ,0,3,6,1,1,11,0,8,6,15,2,14,0,3,9,2,4,3,0,5,1,0,4,0,7
                         ,VIE PRATIQUE       ,0,31,51,19,25,78,1,47,26,18,19,42,0,29,40,34,12,42,10,37,4,36,65,2,22
                         ,THEATRE            ,0,10,8,6,20,21,0,8,27,4,33,60,0,3,34,21,6,6,0,48,1,20,18,0,22
                         ,VERSION ORIGINALE  ,0,0,0,1,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0
                         ,xx                 ,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bellevue                 ,TOTAL              ,368,243,687,8,275,0,275,102,344,5,178,0,178,137,201,0,176,0,286,837,14,263,0,420,281
                         ,ALBUMS             ,58,55,127,5,64,0,37,24,91,3,22,0,37,21,59,0,49,0,65,176,12,44,0,103,38
                         ,ARTS               ,5,0,6,0,3,0,1,3,2,0,2,0,0,4,0,0,0,0,1,5,0,1,0,0,3
                         ,GRAPHISME          ,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
                         ,AUTOUR DU JEU      ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
                         ,BD ADULTES         ,14,21,29,0,10,0,5,1,18,0,5,0,14,15,5,0,2,0,5,43,0,21,0,13,12
                         ,BD JEUNESSE        ,63,71,188,0,61,0,61,33,83,0,27,0,52,29,43,0,40,0,86,201,0,61,0,67,81
                         ,CINEMA ADULTES     ,15,4,18,0,6,0,14,6,6,0,9,0,13,12,6,0,5,0,6,41,0,4,0,23,8
                         ,CINEMA JEUNESSE    ,9,31,16,0,5,0,10,1,1,0,0,0,8,4,5,0,1,0,14,27,0,6,0,11,12
                         ,DANSE              ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
                         ,GEOGRAPHIE         ,12,4,5,1,6,0,1,3,12,0,7,0,0,1,4,0,3,0,0,7,0,1,0,9,8
                         ,HISTOIRE           ,1,1,4,0,0,0,0,0,4,0,0,0,0,3,1,0,7,0,1,6,0,0,0,7,0
                         ,INFORMATIQUE       ,1,0,1,0,0,0,2,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
                         ,JEUX D'ASSEMBLAGE  ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,0
                         ,JEUX D'EXERCICES   ,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
                         ,LIVRES SUR LES JEUX,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
                         ,JEUX A REGLES      ,4,4,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2
                         ,JEUX SYMBOLIQUES   ,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0
                         ,JEUX VIDEO         ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
                         ,LANGUES            ,2,1,8,0,4,0,0,1,1,0,0,0,0,0,0,0,1,0,1,7,0,0,0,2,5
                         ,LITTERATURE        ,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
                         ,LOISIRS CREATIFS   ,4,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,1,0,1,0
                         ,MUSIQUE ADULTES    ,8,1,7,0,2,0,6,0,4,0,6,0,3,0,0,0,0,0,5,7,0,3,0,21,8
                         ,MUSIQUE JEUNESSE   ,3,3,10,0,1,0,3,3,1,0,1,0,2,2,4,0,0,0,11,13,2,1,0,3,1
                         ,PHILOSOPHIE        ,2,0,2,0,0,0,3,0,0,0,1,0,0,1,2,0,2,0,0,5,0,0,0,2,1
                         ,PRESSE             ,17,3,52,0,14,0,16,4,32,0,20,0,11,2,3,0,6,0,9,52,0,16,0,37,17
                         ,FONDS PRO          ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,PSYCHOLOGIE        ,7,2,3,0,0,0,7,0,1,0,0,0,1,0,2,0,0,0,0,4,0,1,0,5,5
                         ,RELIGIONS          ,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,5
                         ,ROMANS ADULTES     ,60,16,29,0,46,0,39,13,24,0,28,0,25,20,24,0,24,0,23,53,0,58,0,38,41
                         ,ROMANS JEUNESSE    ,36,16,92,0,31,0,37,5,40,2,29,0,7,13,31,0,16,0,41,92,0,38,0,45,27
                         ,SCIENCES           ,15,4,30,0,3,0,16,0,5,0,4,0,0,0,0,0,6,0,7,14,0,2,0,4,3
                         ,SOCIETE            ,8,0,8,0,1,0,9,0,5,0,5,0,0,0,8,0,0,0,2,2,0,1,0,3,1
                         ,SPORTS ET LOISIRS  ,2,1,8,0,0,0,0,2,2,0,0,0,0,1,0,0,3,0,2,7,0,0,0,1,0
                         ,VIE PRATIQUE       ,18,2,28,1,11,0,5,1,6,0,10,0,1,5,4,0,3,0,1,58,0,3,0,20,1
                         ,THEATRE            ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
Ludothèque            ,TOTAL              ,0,39,82,0,36,24,0,47,97,5,54,22,0,31,64,0,38,43,59,99,6,50,33,0,57
                         ,ALBUMS             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
                         ,ARTS               ,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
                         ,GRAPHISME          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
                         ,AUTOUR DU JEU      ,0,0,4,0,2,0,0,2,2,0,0,2,0,0,0,0,2,1,7,2,0,0,1,0,3
                         ,BD ADULTES         ,0,2,2,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0
                         ,BD JEUNESSE        ,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,1,2,5,0,0,0,3
                         ,CINEMA ADULTES     ,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,CINEMA JEUNESSE    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
                         ,HISTOIRE           ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,JEUX D'ASSEMBLAGE  ,0,6,7,0,9,2,0,1,7,0,4,2,0,1,9,0,0,7,5,17,0,4,1,0,5
                         ,JEUX D'EXERCICES   ,0,9,18,0,1,2,0,2,22,0,6,2,0,5,14,0,8,8,4,22,0,11,5,0,14
                         ,LIVRES SUR LES JEUX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
                         ,GRANDS JEUX        ,0,0,0,0,5,0,0,0,0,2,12,1,0,5,0,0,13,2,5,0,0,11,0,0,3
                         ,JEUX A REGLES      ,0,11,22,0,7,11,0,29,32,0,22,12,0,12,14,0,3,10,14,17,1,12,14,0,9
                         ,JEUX SYMBOLIQUES   ,0,10,26,0,8,6,0,3,21,0,7,3,0,5,22,0,7,6,12,30,0,10,11,0,7
                         ,JEUX VIDEO         ,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
                         ,LOISIRS CREATIFS   ,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,MUSIQUE JEUNESSE   ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
                         ,PRESSE             ,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
                         ,FONDS PRO          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
                         ,PSYCHOLOGIE        ,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
                         ,ROMANS ADULTES     ,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0
                         ,ROMANS JEUNESSE    ,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,9
                         ,SCIENCES           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
                         ,SOCIETE            ,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0
                         ,SPORTS ET LOISIRS  ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
                         ,VIE PRATIQUE       ,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gao Xingjian - Sillon    ,TOTAL              ,6,199,359,177,216,357,3,379,251,202,286,0,0,455,315,486,197,0,299,430,136,241,397,0,199
                         ,ALBUMS             ,0,32,52,42,34,46,0,81,79,31,29,0,0,83,59,127,39,0,65,91,14,47,60,0,20
                         ,ARTS               ,0,1,3,1,0,1,0,2,1,0,0,0,0,3,0,0,9,0,0,1,0,0,0,0,0
                         ,GRAPHISME          ,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
                         ,AUTOUR DU JEU      ,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
                         ,BD ADULTES         ,2,2,19,14,22,16,0,42,7,27,7,0,0,37,40,28,21,0,30,16,13,16,54,0,29
                         ,BD JEUNESSE        ,0,41,32,48,49,92,0,38,48,44,80,0,0,125,79,123,34,0,56,106,26,41,110,0,23
                         ,CINEMA ADULTES     ,0,1,4,1,3,2,0,0,1,2,3,0,0,0,1,9,0,0,0,0,0,0,2,0,0
                         ,CINEMA JEUNESSE    ,0,0,0,0,0,5,0,2,0,0,2,0,0,4,1,2,0,0,0,1,0,0,0,0,0
                         ,DANSE              ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
                         ,GEOGRAPHIE         ,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
                         ,HISTOIRE           ,0,1,0,0,0,0,0,6,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0
                         ,INFORMATIQUE       ,0,3,3,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,0,6,0,0,0
                         ,JEUX D'ASSEMBLAGE  ,0,0,1,0,0,1,0,4,0,1,2,0,0,4,0,1,1,0,1,4,0,0,1,0,3
                         ,JEUX D'EXERCICES   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
                         ,JEUX A REGLES      ,0,13,42,15,13,67,0,28,18,14,27,0,0,28,22,42,14,0,10,27,13,16,34,0,35
                         ,JEUX SYMBOLIQUES   ,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
                         ,JEUX VIDEO         ,0,8,9,3,17,20,0,11,17,10,5,0,0,19,15,5,11,0,6,12,3,6,17,0,3
                         ,LANGUES            ,0,3,2,3,7,12,1,9,2,1,2,0,0,0,13,2,3,0,21,6,8,7,0,0,0
                         ,LITTERATURE        ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,LOISIRS CREATIFS   ,0,2,13,2,1,2,0,2,5,0,9,0,0,2,9,0,3,0,3,5,0,0,1,0,0
                         ,MUSIQUE ADULTES    ,0,0,1,0,7,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0
                         ,MUSIQUE JEUNESSE   ,0,3,0,1,0,2,0,3,0,0,0,0,0,2,0,0,0,0,2,4,0,2,1,0,2
                         ,PHILOSOPHIE        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
                         ,PRESSE             ,0,4,22,3,6,4,1,17,4,9,6,0,0,27,7,12,10,0,8,22,6,11,16,0,8
                         ,PSYCHOLOGIE        ,0,8,9,0,4,11,0,2,4,4,0,0,0,2,2,8,4,0,4,1,1,4,7,0,3
                         ,ROMANS ADULTES     ,0,32,50,22,17,13,1,67,14,21,62,0,0,50,35,46,22,0,35,50,17,11,34,0,35
                         ,ROMANS JEUNESSE    ,0,16,69,15,22,29,0,36,35,14,31,0,0,38,4,55,14,0,35,54,16,53,41,0,18
                         ,SCIENCES           ,0,0,4,1,9,7,0,6,0,9,3,0,0,15,2,7,1,0,4,8,5,5,6,0,5
                         ,SOCIETE            ,0,7,5,2,2,14,0,4,1,4,5,0,0,2,4,5,7,0,5,8,8,3,5,0,4
                         ,SPORTS ET LOISIRS  ,0,0,3,0,0,2,0,0,3,0,1,0,0,0,0,6,0,0,0,1,0,4,0,0,1
                         ,VIE PRATIQUE       ,4,16,14,4,2,8,0,19,11,11,3,0,0,10,16,7,3,0,6,11,6,9,6,0,7
                         ,THEATRE            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0
