Lieu de prêt,Emplacement,"Nb prêt
02/09/19","Nb prêt
03/09/19","Nb prêt
04/09/19","Nb prêt
05/09/19","Nb prêt
06/09/19","Nb prêt
07/09/19","Nb prêt
09/09/19","Nb prêt
10/09/19","Nb prêt
11/09/19","Nb prêt
12/09/19","Nb prêt
13/09/19","Nb prêt
14/09/19","Nb prêt
16/09/19","Nb prêt
17/09/19","Nb prêt
18/09/19","Nb prêt
19/09/19","Nb prêt
20/09/19","Nb prêt
21/09/19","Nb prêt
23/09/19","Nb prêt
24/09/19","Nb prêt
25/09/19","Nb prêt
26/09/19","Nb prêt
27/09/19","Nb prêt
28/09/19","Nb prêt
30/09/19"
                         ,MUSIQUE JEUNESSE ,0,11,22,6,6,13,0,2,18,2,1,18,0,1,11,3,19,15,0,4,32,8,5,16,0
                         ,PHILOSOPHIE      ,0,2,4,1,1,8,0,0,1,3,7,13,0,3,2,4,6,5,0,5,3,0,1,7,0
                         ,PRESSE           ,0,46,60,29,23,109,1,31,25,18,8,94,0,40,72,18,23,58,0,8,94,24,38,91,0
                         ,FONDS PRO        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0
                         ,PSYCHOLOGIE      ,0,3,10,6,3,17,0,6,9,2,22,15,0,11,11,4,5,10,0,13,7,6,7,28,0
                         ,RELIGIONS        ,0,0,4,1,1,9,0,2,4,2,1,7,0,3,5,2,2,11,0,1,9,5,0,5,0
                         ,ROMANS ADULTES   ,0,130,172,66,57,146,0,81,119,84,89,140,1,111,113,92,59,103,1,92,134,68,77,152,0
                         ,ROMANS JEUNESSE  ,0,38,183,20,27,196,0,32,145,71,31,130,0,17,90,23,23,170,0,28,79,12,20,203,2
                         ,SCIENCES         ,0,6,40,12,11,58,0,8,30,13,20,44,0,25,32,6,6,40,1,7,39,16,24,51,0
                         ,SOCIETE          ,0,13,22,19,9,72,0,1,21,8,9,39,0,21,19,4,15,19,0,18,29,17,18,21,0
                         ,SPORTS ET LOISIRS,0,1,5,3,3,5,0,2,5,0,3,8,0,4,2,3,4,6,0,5,6,1,11,7,0
                         ,VIE PRATIQUE     ,0,13,38,18,24,101,1,14,56,12,24,43,1,35,56,16,9,30,0,11,59,14,21,61,0
                         ,THEATRE          ,0,34,31,9,27,14,0,11,16,22,5,30,0,13,41,9,25,9,0,15,71,11,22,20,0
                         ,VERSION ORIGINALE,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0
                         ,xx               ,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,1,1,0
Bellevue                 ,TOTAL            ,234,151,429,0,53,0,217,285,736,69,191,0,287,284,599,13,233,0,247,243,674,1,339,0,258
                         ,ALBUMS           ,39,38,80,0,7,0,39,68,128,38,27,0,54,64,105,7,32,0,56,32,122,0,89,0,50
                         ,ARTS             ,1,3,1,0,3,0,3,7,8,4,0,0,8,5,5,0,1,0,2,4,9,0,0,0,1
                         ,GRAPHISME        ,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
                         ,AUTOUR DU JEU    ,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
                         ,BD ADULTES       ,47,1,36,0,0,0,12,11,42,2,3,0,10,3,18,0,3,0,19,27,29,0,9,0,7
                         ,BD JEUNESSE      ,50,43,153,0,0,0,51,48,218,3,49,0,58,56,163,0,50,0,24,70,191,0,60,0,74
                         ,CINEMA ADULTES   ,22,16,9,0,3,0,11,5,20,0,14,0,2,8,28,0,11,0,9,7,16,0,10,0,10
                         ,CINEMA JEUNESSE  ,5,8,8,0,0,0,5,19,36,0,9,0,13,7,21,0,15,0,7,10,22,0,1,0,5
                         ,DANSE            ,4,1,0,0,0,0,0,0,1,0,0,0,0,6,2,0,1,0,2,1,1,0,0,0,0
                         ,GEOGRAPHIE       ,2,0,8,0,0,0,2,3,7,0,3,0,5,1,4,0,1,0,3,2,13,0,6,0,0
                         ,HISTOIRE         ,0,0,3,0,2,0,0,3,10,0,2,0,1,1,1,0,3,0,6,2,3,0,3,0,0
                         ,INFORMATIQUE     ,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,2,0,1,0,0
                         ,JEUX D'ASSEMBLAGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
                         ,JEUX A REGLES    ,0,1,1,0,0,0,3,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
                         ,JEUX SYMBOLIQUES ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
                         ,JEUX VIDEO       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
                         ,LANGUES          ,3,0,7,0,2,0,0,7,3,1,0,0,2,0,1,0,1,0,1,1,3,0,3,0,5
                         ,LITTERATURE      ,1,0,0,0,0,0,0,1,2,0,2,0,1,0,1,0,3,0,0,0,1,0,0,0,0
                         ,LOISIRS CREATIFS ,0,1,1,0,0,0,1,17,1,0,0,0,5,5,4,0,0,0,2,1,4,0,2,0,1
                         ,MUSIQUE ADULTES  ,0,2,6,0,1,0,3,2,2,0,13,0,1,0,3,0,2,0,2,17,7,0,5,0,1
                         ,MUSIQUE JEUNESSE ,10,2,3,0,0,0,4,6,11,1,0,0,6,3,3,0,0,0,8,2,19,0,5,0,3
                         ,PHILOSOPHIE      ,0,0,3,0,0,0,1,1,7,0,1,0,0,6,2,0,0,0,0,0,3,0,3,0,0
                         ,PRESSE           ,0,10,16,0,0,0,12,20,41,0,4,0,15,14,37,0,21,0,18,6,52,0,23,0,22
                         ,PSYCHOLOGIE      ,1,2,2,0,1,0,1,1,1,0,0,0,1,2,3,1,5,0,3,3,4,0,1,0,0
                         ,RELIGIONS        ,2,1,3,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,3,0,7,0,0
                         ,ROMANS ADULTES   ,23,13,31,0,22,0,34,12,52,0,12,0,52,12,40,0,23,0,51,14,22,0,24,0,40
                         ,ROMANS JEUNESSE  ,11,6,36,0,7,0,13,33,86,6,35,0,28,55,106,0,48,0,14,30,78,1,52,0,22
                         ,SCIENCES         ,0,0,7,0,0,0,7,12,17,5,5,0,4,17,13,0,2,0,6,10,26,0,8,0,5
                         ,SOCIETE          ,0,1,2,0,0,0,2,4,4,2,4,0,1,4,3,0,5,0,0,0,7,0,8,0,2
                         ,SPORTS ET LOISIRS,4,0,4,0,2,0,2,0,4,0,4,0,1,4,3,1,0,0,1,0,5,0,3,0,2
                         ,VIE PRATIQUE     ,9,2,6,0,3,0,9,4,26,3,4,0,16,9,26,0,5,0,11,0,29,0,12,0,6
                         ,THEATRE          ,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,4,0,0,0,2,0,0,1,0,0
Ludothèque Municipale            ,TOTAL            ,0,68,103,0,39,34,0,30,89,0,28,27,0,43,68,2,71,43,0,37,83,11,89,65,0
                         ,ALBUMS           ,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,6,0,0,2,0,19,0,0
                         ,AUTOUR DU JEU    ,0,14,3,0,0,5,0,0,3,0,6,1,0,0,3,0,3,2,0,0,5,0,0,2,0
                         ,BD ADULTES       ,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
                         ,BD JEUNESSE      ,0,2,1,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0
                         ,CINEMA ADULTES   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
                         ,CINEMA JEUNESSE  ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
                         ,HISTOIRE         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
                         ,JEUX D'ASSEMBLAGE,0,9,10,0,2,7,0,11,12,0,2,4,0,3,7,0,7,6,0,1,10,0,3,7,0
                         ,JEUX D'EXERCICES ,0,9,17,0,10,6,0,2,24,0,1,1,0,1,16,0,11,9,0,9,8,9,6,13,0
                         ,GRANDS JEUX      ,0,10,0,0,17,0,0,3,0,0,11,0,0,0,1,0,25,0,0,0,0,0,18,0,0
                         ,JEUX A REGLES    ,0,4,31,0,6,6,0,8,25,0,2,12,0,14,20,0,17,6,0,16,12,1,12,21,0
                         ,JEUX SYMBOLIQUES ,0,12,35,0,4,10,0,6,24,0,4,7,0,10,17,0,6,7,0,7,45,1,12,17,0
                         ,JEUX VIDEO       ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
                         ,MUSIQUE ADULTES  ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0
                         ,MUSIQUE JEUNESSE ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
                         ,PHILOSOPHIE      ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
                         ,PRESSE           ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,1,0
                         ,PSYCHOLOGIE      ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,ROMANS ADULTES   ,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
                         ,ROMANS JEUNESSE  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,3,0,0
                         ,SCIENCES         ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
                         ,SOCIETE          ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
                         ,VIE PRATIQUE     ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gao Xingjian - Sillon    ,TOTAL            ,0,226,368,117,137,415,0,192,326,110,128,322,1,141,373,64,114,276,0,226,237,84,123,465,0
                         ,ALBUMS           ,0,30,70,25,18,63,0,44,50,13,29,53,0,40,72,14,11,24,0,29,39,11,18,57,0
                         ,ARTS             ,0,0,0,0,0,3,0,0,2,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0
                         ,GRAPHISME        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
                         ,AUTOUR DU JEU    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
                         ,BD ADULTES       ,0,26,7,14,5,23,0,10,31,13,6,35,0,5,18,0,5,27,0,9,13,4,5,88,0
                         ,BD JEUNESSE      ,0,50,118,13,28,113,0,26,103,34,10,81,0,16,75,1,25,89,0,17,51,6,43,143,0
                         ,CINEMA ADULTES   ,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0
                         ,CINEMA JEUNESSE  ,0,0,2,0,0,9,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0
                         ,GEOGRAPHIE       ,0,0,0,4,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,5,0
                         ,HISTOIRE         ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,INFORMATIQUE     ,0,1,1,0,0,0,0,0,0,1,4,2,0,0,1,0,0,0,0,4,3,0,0,2,0
                         ,JEUX D'ASSEMBLAGE,0,0,4,0,0,4,0,0,1,0,2,4,1,1,2,0,0,1,0,0,0,0,0,0,0
                         ,JEUX D'EXERCICES ,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
                         ,JEUX A REGLES    ,0,6,25,8,15,16,0,15,20,3,12,26,0,12,29,3,11,32,0,20,20,8,6,28,0
                         ,JEUX VIDEO       ,0,5,12,5,9,11,0,4,14,4,2,15,0,4,9,2,3,12,0,3,18,1,4,16,0
                         ,LANGUES          ,0,5,5,4,0,1,0,1,1,0,0,2,0,12,8,5,0,0,0,2,5,5,0,4,0
                         ,LITTERATURE      ,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
                         ,LOISIRS CREATIFS ,0,5,1,4,1,4,0,3,4,1,1,0,0,0,4,0,0,4,0,1,7,0,4,7,0
                         ,MUSIQUE ADULTES  ,0,0,0,0,1,3,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
                         ,MUSIQUE JEUNESSE ,0,0,0,3,2,1,0,1,4,0,1,2,0,1,0,0,0,2,0,0,2,0,0,0,0
                         ,PHILOSOPHIE      ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,PRESSE           ,0,29,21,4,3,12,0,8,20,2,10,17,0,0,20,4,0,2,0,23,8,7,12,7,0
                         ,FONDS PRO        ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,PSYCHOLOGIE      ,0,3,4,1,3,10,0,4,1,0,5,2,0,0,2,1,8,2,0,2,2,5,2,4,0
                         ,ROMANS ADULTES   ,0,31,21,14,33,55,0,29,18,23,11,17,0,44,57,21,25,22,0,49,32,22,10,27,0
                         ,ROMANS JEUNESSE  ,0,14,47,12,11,63,0,26,29,8,20,38,0,3,50,6,20,39,0,40,13,4,5,41,0
                         ,SCIENCES         ,0,4,11,1,1,12,0,0,2,0,1,13,0,0,9,0,2,3,0,5,3,0,4,1,0
                         ,SOCIETE          ,0,9,5,3,2,5,0,10,8,0,3,4,0,1,1,2,1,6,0,5,3,0,2,4,0
                         ,SPORTS ET LOISIRS,0,0,0,0,1,1,0,0,2,0,2,3,0,0,1,1,0,3,0,2,0,0,0,7,0
                         ,VIE PRATIQUE     ,0,5,12,2,4,3,0,10,15,5,5,4,0,1,5,1,1,8,0,13,16,9,7,21,0
                         ,xx               ,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
