Lieu de prêt,Emplacement,"Nb prêt
01/02/18","Nb prêt
02/02/18","Nb prêt
03/02/18","Nb prêt
05/02/18","Nb prêt
06/02/18","Nb prêt
07/02/18","Nb prêt
08/02/18","Nb prêt
09/02/18","Nb prêt
10/02/18","Nb prêt
12/02/18","Nb prêt
13/02/18","Nb prêt
14/02/18","Nb prêt
15/02/18","Nb prêt
16/02/18","Nb prêt
17/02/18","Nb prêt
19/02/18","Nb prêt
20/02/18","Nb prêt
21/02/18","Nb prêt
22/02/18","Nb prêt
23/02/18","Nb prêt
24/02/18","Nb prêt
26/02/18","Nb prêt
27/02/18","Nb prêt
28/02/18"
                         ,VIE PRATIQUE       ,1,4,0,0,3,19,0,3,0,0,0,14,0,4,0,0,4,18,0,5,0,0,5,2
                         ,THEATRE            ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Haute-Chaussée           ,TOTAL              ,34,5,0,0,0,53,46,12,0,0,1,46,5,16,0,0,0,50,34,27,0,0,0,77
                         ,ALBUMS             ,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0
                         ,ARTS               ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
                         ,BD ADULTES         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
                         ,BD JEUNESSE        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
                         ,CINEMA ADULTES     ,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,HISTOIRE           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
                         ,JEUX D'ASSEMBLAGE  ,11,1,0,0,0,13,11,1,0,0,0,3,0,2,0,0,0,2,0,3,0,0,0,19
                         ,JEUX D'EXERCICES   ,13,0,0,0,0,5,18,0,0,0,0,14,2,3,0,0,0,4,12,2,0,0,0,11
                         ,JEUX A REGLES      ,6,3,0,0,0,16,8,8,0,0,0,20,2,3,0,0,0,25,14,16,0,0,0,33
                         ,JEUX SYMBOLIQUES   ,1,1,0,0,0,11,3,0,0,0,0,7,0,7,0,0,0,3,2,3,0,0,0,9
                         ,JEUX VIDEO         ,1,0,0,0,0,8,3,2,0,0,0,1,1,1,0,0,0,3,3,1,0,0,0,5
                         ,MUSIQUE ADULTES    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
                         ,PSYCHOLOGIE        ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,RELIGIONS          ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles-Gautier-Hermeland,TOTAL              ,537,439,2313,12,452,1346,539,558,2260,42,677,1230,574,624,1976,49,726,1298,564,579,2149,26,1365,1117
                         ,ALBUMS             ,79,72,304,0,36,266,87,59,323,23,67,218,86,104,256,16,112,240,66,58,256,0,227,179
                         ,ARTS               ,3,7,41,0,3,15,12,8,18,1,17,14,13,19,42,4,16,6,15,14,29,0,38,11
                         ,GRAPHISME          ,1,0,9,1,1,1,0,3,5,0,4,5,3,4,8,0,2,7,4,5,11,0,6,4
                         ,AUTOUR DU JEU      ,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
                         ,BD ADULTES         ,35,29,155,0,61,67,23,18,131,1,65,72,26,35,136,0,29,43,31,39,163,0,105,65
                         ,BD JEUNESSE        ,61,42,446,7,52,229,46,51,502,6,122,172,53,72,278,1,74,318,59,91,362,1,217,170
                         ,CINEMA ADULTES     ,44,31,182,1,27,140,54,41,150,0,59,80,48,38,153,0,72,55,74,51,168,4,96,57
                         ,CINEMA JEUNESSE    ,17,19,73,0,21,67,17,22,68,0,14,75,15,17,66,0,37,55,15,23,94,1,48,74
                         ,CINEMA             ,1,1,0,0,0,1,0,1,0,0,1,3,0,1,4,0,0,0,2,0,1,0,0,0
                         ,DANSE              ,12,6,11,0,0,2,12,12,16,0,0,2,2,1,3,0,4,1,1,8,33,0,1,0
                         ,GEOGRAPHIE         ,8,14,36,0,8,10,5,9,31,0,23,23,1,14,45,10,21,21,29,0,24,0,20,17
                         ,HISTOIRE           ,9,7,24,0,9,13,5,5,18,0,2,8,11,4,23,0,24,19,4,15,27,0,11,8
                         ,INFORMATIQUE       ,2,2,14,0,0,0,1,2,8,0,3,4,2,3,11,0,0,10,5,2,15,0,9,4
                         ,JEUX D'ASSEMBLAGE  ,0,4,19,0,4,15,3,2,13,0,2,9,9,2,16,0,6,6,3,2,14,0,6,8
                         ,JEUX D'EXERCICES   ,1,1,22,0,3,6,4,6,19,0,1,8,9,6,11,0,14,8,7,4,7,0,9,12
                         ,LIVRES SUR LES JEUX,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
                         ,JEUX               ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
                         ,JEUX A REGLES      ,2,9,85,0,8,57,3,9,74,0,9,38,13,17,44,0,30,32,18,23,66,1,45,30
                         ,JEUX SYMBOLIQUES   ,0,1,29,0,7,23,4,6,29,0,4,22,4,6,14,0,9,12,5,4,17,0,11,16
                         ,JEUX VIDEO         ,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
                         ,LANGUES            ,1,2,5,0,0,9,5,4,22,0,6,5,5,0,17,0,3,6,2,5,14,0,3,2
                         ,LETTRES            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
                         ,LITTERATURE        ,3,0,3,0,2,3,0,4,5,0,1,4,1,1,5,0,1,1,1,1,1,0,7,0
                         ,LOISIRS CREATIFS   ,2,4,21,0,3,7,6,1,26,1,12,21,6,13,19,13,7,6,3,12,19,0,14,12
                         ,MUSIQUE ADULTES    ,47,32,114,1,32,65,25,89,150,0,37,70,76,13,214,0,52,37,36,38,182,3,83,40
                         ,MUSIQUE            ,2,1,2,0,0,0,1,1,2,0,0,1,2,0,3,0,0,0,0,1,2,0,3,0
                         ,MUSIQUE JEUNESSE   ,6,7,34,0,4,9,2,3,35,1,0,25,1,13,40,0,6,23,6,5,24,0,11,9
                         ,PHILOSOPHIE        ,2,4,8,0,3,6,6,2,15,0,3,4,1,2,7,0,2,3,3,4,5,0,2,4
                         ,PRESSE             ,25,23,120,0,32,53,9,41,81,5,24,47,26,43,89,0,25,54,18,23,103,4,26,59
                         ,FONDS PRO          ,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,6,0,0
                         ,PSYCHOLOGIE        ,3,2,28,0,5,9,2,9,30,0,10,8,4,4,9,0,8,8,8,7,19,1,10,9
                         ,RELIGIONS          ,3,2,2,0,3,7,0,1,3,0,3,10,0,3,5,0,3,4,4,2,10,0,14,5
                         ,ROMANS ADULTES     ,66,35,175,0,84,98,79,87,129,0,86,132,97,114,187,5,85,88,65,77,162,3,113,126
                         ,ROMANS JEUNESSE    ,16,46,111,0,12,68,36,19,151,1,41,44,26,19,118,0,36,94,34,17,149,2,109,72
                         ,SCIENCES           ,6,14,35,0,6,29,6,11,73,1,5,19,11,10,34,0,9,42,9,5,57,0,37,30
                         ,SOCIETE            ,16,8,79,1,11,11,31,13,22,0,21,16,6,13,30,0,16,21,15,20,44,0,22,32
                         ,SPORTS ET LOISIRS  ,2,1,4,0,1,5,3,1,10,0,1,10,2,1,6,0,5,3,2,1,3,0,4,5
                         ,VIE PRATIQUE       ,25,12,79,1,11,42,21,13,73,2,28,38,12,26,56,0,15,26,14,19,63,0,31,23
                         ,THEATRE            ,35,0,40,0,0,7,31,5,24,0,4,20,3,6,25,0,2,46,3,0,1,0,26,32
                         ,VERSION ORIGINALE  ,0,0,2,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,1,0,3,0,0,0
                         ,xx                 ,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
Bellevue                 ,TOTAL              ,58,229,0,362,244,545,18,199,0,235,292,583,12,204,0,523,385,591,24,150,0,190,192,183
                         ,ALBUMS             ,47,47,0,48,37,106,12,19,0,64,106,130,12,43,0,202,79,114,20,17,0,37,31,30
                         ,ARTS               ,0,2,0,0,2,2,0,0,0,2,4,6,0,2,0,1,0,4,0,1,0,3,0,5
                         ,GRAPHISME          ,0,0,0,0,1,0,0,0,0,3,2,3,0,2,0,1,0,0,0,1,0,0,0,0
                         ,AUTOUR DU JEU      ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,BD ADULTES         ,0,10,0,32,24,39,0,7,0,32,9,28,0,2,0,11,14,15,2,11,0,14,1,4
                         ,BD JEUNESSE        ,0,29,0,85,43,183,4,50,0,38,44,176,0,44,0,79,94,140,0,35,0,50,54,38
                         ,CINEMA ADULTES     ,0,19,0,23,15,20,0,24,0,7,9,18,0,7,0,24,20,45,0,0,0,7,4,4
                         ,CINEMA JEUNESSE    ,0,15,0,27,8,25,0,14,0,5,13,15,0,12,0,21,20,18,0,0,0,3,17,10
                         ,CINEMA             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
                         ,DANSE              ,0,0,0,2,3,0,0,1,0,0,0,1,0,0,0,4,3,2,0,1,0,0,0,0
                         ,GEOGRAPHIE         ,0,9,0,4,3,1,0,3,0,2,5,9,0,6,0,3,3,7,0,3,0,7,1,1
                         ,HISTOIRE           ,2,2,0,2,1,0,0,2,0,0,0,4,0,0,0,0,1,4,0,0,0,2,0,0
                         ,INFORMATIQUE       ,0,0,0,1,0,2,0,1,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0
                         ,LIVRES SUR LES JEUX,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,JEUX A REGLES      ,0,3,0,1,0,0,0,0,0,1,0,0,0,4,0,3,3,1,0,0,0,0,0,0
                         ,JEUX SYMBOLIQUES   ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
                         ,JEUX VIDEO         ,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0
                         ,LANGUES            ,0,1,0,1,3,3,0,7,0,4,2,3,0,0,0,6,8,7,0,1,0,3,4,2
                         ,LITTERATURE        ,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2
                         ,LOISIRS CREATIFS   ,0,1,0,1,1,2,0,2,0,1,6,2,0,3,0,1,7,4,0,4,0,0,2,3
                         ,MUSIQUE ADULTES    ,0,4,0,5,13,13,0,3,0,0,6,1,0,5,0,4,1,19,0,0,0,1,0,1
                         ,MUSIQUE JEUNESSE   ,0,2,0,6,3,1,0,1,0,3,2,11,0,1,0,7,7,6,0,0,0,2,5,1
                         ,PHILOSOPHIE        ,0,6,0,1,0,1,0,0,0,0,1,1,0,6,0,1,1,2,0,1,0,1,0,4
                         ,PRESSE             ,2,23,0,26,5,23,0,15,0,27,13,42,0,5,0,25,28,50,0,6,0,8,8,8
                         ,PSYCHOLOGIE        ,0,3,0,4,1,2,0,3,0,1,0,1,0,0,0,3,3,2,0,1,0,0,0,0
                         ,RELIGIONS          ,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
                         ,ROMANS ADULTES     ,0,19,0,44,20,34,0,21,0,20,33,26,0,20,0,38,21,29,0,31,0,20,14,36
                         ,ROMANS JEUNESSE    ,7,17,0,26,43,62,1,23,0,19,31,76,0,24,0,58,57,81,2,19,0,21,41,19
                         ,SCIENCES           ,0,1,0,16,6,11,0,0,0,0,0,3,0,5,0,19,5,12,0,13,0,2,3,2
                         ,SOCIETE            ,0,5,0,1,4,2,0,0,0,2,1,7,0,1,0,2,3,6,0,2,0,1,1,0
                         ,SPORTS ET LOISIRS  ,0,1,0,1,2,4,0,1,0,3,0,5,0,3,0,2,1,2,0,1,0,1,1,0
                         ,VIE PRATIQUE       ,0,5,0,3,6,7,1,1,0,0,3,12,0,7,0,6,4,15,0,2,0,5,5,11
                         ,THEATRE            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
La Ludothèque            ,TOTAL              ,0,33,36,0,25,77,0,22,39,0,40,69,0,28,57,0,61,77,0,23,11,0,50,60
                         ,ALBUMS             ,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
                         ,ARTS               ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,AUTOUR DU JEU      ,0,0,5,0,0,0,0,1,2,0,1,6,0,0,2,0,1,0,0,1,0,0,4,2
                         ,BD ADULTES         ,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
                         ,JEUX D'ASSEMBLAGE  ,0,3,7,0,3,11,0,2,5,0,5,9,0,2,8,0,6,7,0,2,3,0,1,3
                         ,JEUX D'EXERCICES   ,0,8,2,0,12,6,0,3,5,0,6,13,0,7,6,0,17,14,0,5,1,0,1,9
                         ,LIVRES SUR LES JEUX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
                         ,JEUX A REGLES      ,0,16,12,0,5,29,0,13,9,0,14,19,0,8,18,0,21,28,0,10,3,0,27,21
                         ,JEUX SYMBOLIQUES   ,0,5,10,0,2,20,0,2,17,0,6,21,0,11,18,0,16,24,0,5,4,0,15,12
                         ,JEUX VIDEO         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
                         ,MUSIQUE JEUNESSE   ,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,PSYCHOLOGIE        ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,ROMANS ADULTES     ,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
                         ,SPORTS ET LOISIRS  ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1
                         ,VIE PRATIQUE       ,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Gao Xingjian - Sillon    ,TOTAL              ,137,244,403,3,200,417,210,147,307,2,137,257,194,161,500,0,291,451,173,177,392,0,421,277
                         ,ALBUMS             ,21,40,77,0,9,87,57,35,36,0,22,46,46,29,83,0,74,91,23,38,63,0,86,63
                         ,ARTS               ,1,0,2,0,0,5,4,0,0,1,0,8,0,3,0,0,1,0,0,0,0,0,0,1
                         ,AUTOUR DU JEU      ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
                         ,BD ADULTES         ,7,28,14,0,3,19,0,7,12,0,9,9,6,10,48,0,37,46,7,12,57,0,12,1
                         ,BD JEUNESSE        ,30,74,113,1,62,106,43,34,101,0,15,59,21,16,100,0,46,64,36,34,80,0,102,57
                         ,CINEMA ADULTES     ,1,3,2,0,7,10,0,0,1,0,1,2,1,0,0,0,2,5,0,2,0,0,2,3
                         ,CINEMA JEUNESSE    ,0,2,1,0,0,1,0,0,1,0,0,2,0,2,1,0,0,0,0,0,6,0,0,0
                         ,GEOGRAPHIE         ,0,0,4,0,0,0,0,3,0,0,0,1,10,2,2,0,1,1,0,1,5,0,2,1
                         ,HISTOIRE           ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,INFORMATIQUE       ,0,2,1,0,0,2,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,3
                         ,JEUX D'ASSEMBLAGE  ,0,1,0,0,2,0,0,0,2,0,0,2,0,3,2,0,3,3,0,0,0,0,1,4
                         ,JEUX D'EXERCICES   ,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7
                         ,JEUX A REGLES      ,8,6,41,0,5,20,11,13,49,0,10,20,8,17,61,0,14,38,16,12,55,0,49,39
                         ,JEUX SYMBOLIQUES   ,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
                         ,JEUX VIDEO         ,4,7,21,0,0,14,5,3,15,0,3,9,1,7,7,0,7,12,11,5,24,0,14,18
                         ,LANGUES            ,6,1,2,0,4,2,4,2,4,0,3,0,21,1,6,0,7,6,4,1,0,0,0,6
                         ,LITTERATURE        ,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,LOISIRS CREATIFS   ,1,2,3,0,0,9,2,0,4,0,5,3,4,12,6,0,7,6,3,1,9,0,12,0
                         ,MUSIQUE ADULTES    ,0,0,7,0,2,0,0,0,0,0,0,1,0,0,1,0,2,4,0,0,0,0,0,0
                         ,MUSIQUE JEUNESSE   ,2,2,2,0,0,3,0,1,0,0,1,2,0,0,0,0,7,3,0,0,2,0,0,0
                         ,PHILOSOPHIE        ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,PRESSE             ,10,20,9,0,1,17,9,3,10,0,11,26,11,3,39,0,8,39,11,10,5,0,13,16
                         ,FONDS PRO          ,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1
                         ,PSYCHOLOGIE        ,1,4,1,0,2,1,4,6,1,0,5,1,4,1,26,0,1,0,6,1,3,0,5,2
                         ,RELIGIONS          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
                         ,ROMANS ADULTES     ,18,15,34,0,55,49,19,18,37,1,37,10,32,19,29,0,24,47,19,26,24,0,24,26
                         ,ROMANS JEUNESSE    ,12,8,43,1,28,38,33,9,21,0,6,30,13,19,53,0,27,50,24,16,35,0,65,8
                         ,SCIENCES           ,1,4,2,0,3,5,6,0,2,0,4,8,3,3,5,0,6,2,0,0,7,0,11,2
                         ,SOCIETE            ,3,11,1,0,3,3,2,7,4,0,1,3,1,2,1,0,2,5,8,3,1,0,2,4
                         ,SPORTS ET LOISIRS  ,0,0,6,0,3,0,1,0,0,0,0,6,1,1,2,0,0,11,0,1,2,0,4,1
                         ,VIE PRATIQUE       ,11,12,4,0,4,21,9,5,5,0,4,4,11,11,28,0,7,17,3,10,13,0,16,14
                         ,THEATRE            ,0,0,13,0,6,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
