Lieu de prêt,Emplacement,"Nb prêt
02/01/20","Nb prêt
03/01/20","Nb prêt
04/01/20","Nb prêt
06/01/20","Nb prêt
07/01/20","Nb prêt
08/01/20","Nb prêt
09/01/20","Nb prêt
10/01/20","Nb prêt
11/01/20","Nb prêt
13/01/20","Nb prêt
14/01/20","Nb prêt
15/01/20","Nb prêt
16/01/20","Nb prêt
17/01/20","Nb prêt
18/01/20","Nb prêt
20/01/20","Nb prêt
21/01/20","Nb prêt
22/01/20","Nb prêt
23/01/20","Nb prêt
24/01/20","Nb prêt
25/01/20","Nb prêt
27/01/20","Nb prêt
28/01/20","Nb prêt
29/01/20","Nb prêt
30/01/20","Nb prêt
31/01/20"
                         ,JEUX A REGLES    ,0,0,0,0,21,24,5,1,0,0,0,48,4,7,0,0,6,20,3,1,0,0,3,20,5,8
                         ,JEUX SYMBOLIQUES ,0,0,0,0,5,7,3,0,0,0,0,19,0,0,0,0,3,6,0,4,0,0,5,12,4,1
                         ,JEUX VIDEO       ,0,0,0,0,1,4,2,1,0,0,1,3,2,0,0,0,0,1,0,2,0,0,3,2,0,2
                         ,LANGUES          ,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
                         ,LOISIRS CREATIFS ,0,0,0,0,1,1,0,1,0,0,0,3,0,4,0,0,3,0,0,2,0,0,1,0,0,0
                         ,MUSIQUE JEUNESSE ,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
                         ,PHILOSOPHIE      ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,PRESSE           ,0,0,0,0,2,10,0,0,0,0,0,5,5,0,0,0,1,6,0,0,0,0,0,5,0,0
                         ,PSYCHOLOGIE      ,0,0,0,0,3,3,0,6,0,0,0,0,3,1,0,0,3,0,0,1,0,0,0,1,0,0
                         ,RELIGIONS        ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,ROMANS ADULTES   ,0,0,0,0,10,7,1,6,0,0,1,3,0,3,0,0,2,4,0,5,0,0,4,6,0,1
                         ,ROMANS JEUNESSE  ,0,0,0,0,14,8,5,1,0,0,3,6,6,5,0,0,2,7,0,13,0,0,6,14,0,4
                         ,SCIENCES         ,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,6,0,2
                         ,SOCIETE          ,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0
                         ,SPORTS ET LOISIRS,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1
                         ,VIE PRATIQUE     ,0,0,0,0,4,7,0,0,0,0,1,5,3,0,0,0,7,2,0,0,0,0,1,8,0,1
Charles-Gautier-Hermeland,TOTAL            ,1402,1460,2175,17,679,1409,711,737,2372,24,597,1362,411,548,2332,12,680,1322,419,647,2328,42,636,1245,444,686
                         ,ALBUMS           ,193,154,323,5,88,273,103,125,388,13,73,297,38,62,387,8,67,193,33,42,435,18,97,240,43,35
                         ,ARTS             ,21,17,20,1,13,20,26,19,41,0,14,10,5,10,26,0,16,14,16,7,38,0,11,16,14,21
                         ,GRAPHISME        ,6,4,13,2,1,7,2,3,27,0,11,5,2,6,7,0,2,3,4,0,10,0,1,10,1,2
                         ,AUTOUR DU JEU    ,0,2,1,0,1,1,4,0,0,0,0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0
                         ,BD ADULTES       ,70,95,143,1,46,60,24,43,198,0,18,52,40,34,227,1,79,87,55,24,202,4,50,66,36,32
                         ,BD JEUNESSE      ,271,227,348,0,45,217,61,67,419,4,81,207,66,84,452,0,88,249,23,122,394,1,46,195,61,94
                         ,CINEMA ADULTES   ,80,53,160,0,57,72,51,74,140,0,79,37,41,29,156,0,84,59,46,71,96,3,38,78,28,63
                         ,CINEMA JEUNESSE  ,24,31,57,0,17,52,8,19,93,0,6,25,12,11,53,0,5,36,7,23,75,0,7,39,15,14
                         ,DANSE            ,9,11,11,0,29,9,2,1,3,0,1,5,10,1,2,0,12,7,5,9,12,0,2,10,2,0
                         ,GEOGRAPHIE       ,43,28,31,2,14,31,19,6,25,1,15,13,8,16,38,0,15,19,3,18,50,0,11,9,3,9
                         ,HISTOIRE         ,11,32,23,0,16,12,24,7,23,0,7,20,2,5,13,0,5,23,7,2,24,0,1,20,7,11
                         ,INFORMATIQUE     ,6,3,12,0,0,6,0,0,22,0,2,8,1,2,24,0,2,3,0,1,14,0,3,4,3,1
                         ,JEUX D'ASSEMBLAGE,10,8,11,0,9,13,2,3,16,0,4,8,2,4,23,0,6,9,12,2,20,0,5,12,2,3
                         ,JEUX D'EXERCICES ,6,2,11,0,1,6,1,11,6,0,3,16,2,1,3,0,5,11,3,0,17,0,12,8,0,2
                         ,JEUX             ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,JEUX A REGLES    ,50,61,85,1,8,49,26,15,85,1,20,44,19,10,61,0,11,50,8,28,86,2,6,34,13,28
                         ,JEUX SYMBOLIQUES ,11,16,14,0,8,22,7,3,32,0,8,29,5,2,26,0,0,29,4,7,27,0,8,14,8,3
                         ,JEUX VIDEO       ,2,2,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
                         ,LANGUES          ,10,20,17,0,2,2,7,2,4,0,1,2,6,2,13,0,2,4,1,4,7,1,1,1,1,1
                         ,LITTERATURE      ,4,9,4,1,2,7,0,3,4,0,3,2,0,4,4,0,2,2,0,2,11,1,4,3,1,4
                         ,LOISIRS CREATIFS ,8,36,19,0,7,7,11,6,26,0,2,33,5,2,7,0,3,6,3,1,22,0,4,6,5,16
                         ,MUSIQUE ADULTES  ,41,90,85,0,53,50,54,22,171,0,49,32,45,53,90,0,14,36,23,48,94,0,23,54,24,68
                         ,MUSIQUE JEUNESSE ,13,24,19,0,1,15,8,3,26,0,6,7,1,2,23,0,4,11,2,0,19,2,5,13,2,8
                         ,PHILOSOPHIE      ,11,3,9,0,2,23,1,3,6,0,2,3,2,3,3,0,3,9,6,2,5,0,0,3,3,8
                         ,PRESSE           ,92,56,151,0,40,59,36,56,88,0,27,90,8,30,89,0,39,43,16,22,109,1,38,46,23,29
                         ,FONDS PRO        ,0,0,0,0,0,2,0,3,0,0,0,0,1,0,1,0,4,0,0,0,0,3,0,0,0,0
                         ,PSYCHOLOGIE      ,7,13,25,1,3,7,1,3,20,0,6,13,3,11,13,0,1,16,5,1,20,1,6,14,5,10
                         ,RELIGIONS        ,4,8,4,0,2,10,0,4,5,0,3,0,0,0,7,0,6,8,0,1,3,0,2,3,2,2
                         ,ROMANS ADULTES   ,172,143,175,1,132,113,98,105,159,1,80,122,44,99,187,1,121,148,85,96,165,3,164,129,47,107
                         ,ROMANS JEUNESSE  ,123,127,132,1,36,107,49,42,130,3,16,99,13,34,159,0,11,71,18,36,186,0,25,110,23,50
                         ,SCIENCES         ,26,40,54,0,11,47,22,19,57,0,12,29,11,6,58,0,16,41,6,15,79,0,9,18,17,10
                         ,SOCIETE          ,17,21,49,0,9,31,3,12,29,0,9,23,2,7,50,1,6,52,1,11,26,1,13,14,7,8
                         ,SPORTS ET LOISIRS,5,2,4,0,1,1,0,0,11,0,5,7,1,0,9,0,11,9,2,5,12,0,0,0,4,7
                         ,VIE PRATIQUE     ,34,43,81,1,22,46,23,19,94,1,21,54,5,16,96,1,27,33,8,20,62,1,16,41,13,18
                         ,THEATRE          ,19,79,84,0,0,31,38,39,24,0,11,64,10,2,23,0,12,40,14,27,7,0,26,32,31,21
                         ,VERSION ORIGINALE,3,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,1
                         ,xx               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Bellevue                 ,TOTAL            ,0,206,0,304,350,878,16,350,0,228,261,856,21,178,17,254,177,701,13,206,0,212,198,737,3,227
                         ,ALBUMS           ,0,59,0,31,110,185,3,136,0,36,44,188,16,18,1,53,31,152,2,24,0,64,53,153,1,61
                         ,ARTS             ,0,1,0,3,2,10,0,6,0,8,7,3,1,2,1,1,1,11,1,0,0,1,1,9,0,4
                         ,GRAPHISME        ,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
                         ,AUTOUR DU JEU    ,0,0,0,0,1,3,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0
                         ,BD ADULTES       ,0,2,0,13,3,45,0,4,0,14,1,28,0,14,1,5,13,40,0,17,0,8,1,33,1,5
                         ,BD JEUNESSE      ,0,29,0,64,70,248,0,52,0,46,40,223,3,35,5,42,54,216,6,53,0,33,47,215,0,51
                         ,CINEMA ADULTES   ,0,16,0,10,13,21,0,13,0,7,16,26,0,5,0,20,13,8,0,6,0,4,5,27,1,4
                         ,CINEMA JEUNESSE  ,0,2,0,15,6,20,0,10,0,1,2,21,0,2,5,15,0,11,0,5,0,6,7,30,0,6
                         ,DANSE            ,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
                         ,GEOGRAPHIE       ,0,3,0,1,2,14,0,3,0,4,10,1,0,1,0,13,6,6,0,3,0,4,1,23,0,5
                         ,HISTOIRE         ,0,0,0,1,4,10,0,0,0,7,12,14,0,3,0,0,1,8,0,3,0,0,1,4,0,0
                         ,INFORMATIQUE     ,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,1
                         ,JEUX D'ASSEMBLAGE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
                         ,JEUX D'EXERCICES ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,JEUX A REGLES    ,0,0,0,0,2,2,0,1,0,2,1,2,0,0,0,1,2,7,0,0,0,0,0,2,0,3
                         ,JEUX SYMBOLIQUES ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
                         ,JEUX VIDEO       ,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
                         ,LANGUES          ,0,0,0,0,1,5,7,3,0,2,7,8,0,0,0,0,1,3,1,1,0,0,0,6,0,3
                         ,LITTERATURE      ,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
                         ,LOISIRS CREATIFS ,0,1,0,10,1,5,0,3,0,0,0,2,0,0,0,1,2,3,0,3,0,3,1,4,0,3
                         ,MUSIQUE ADULTES  ,0,9,0,10,7,9,0,7,0,11,1,78,0,11,0,6,0,7,0,11,0,0,6,7,0,1
                         ,MUSIQUE JEUNESSE ,0,7,0,4,2,10,0,5,0,2,10,5,0,1,0,0,2,3,0,1,0,1,1,10,0,1
                         ,PHILOSOPHIE      ,0,2,0,2,3,3,0,0,0,1,2,1,0,1,0,2,0,3,0,0,0,1,0,4,0,0
                         ,PRESSE           ,0,10,0,15,16,48,0,16,0,15,7,65,0,19,0,13,5,40,0,8,0,5,9,47,0,6
                         ,PSYCHOLOGIE      ,0,7,0,1,3,4,0,3,0,2,0,5,0,0,0,1,0,3,0,0,0,1,0,5,0,1
                         ,RELIGIONS        ,0,0,0,0,2,2,0,0,0,2,2,1,0,0,3,0,0,3,0,0,0,1,0,4,0,0
                         ,ROMANS ADULTES   ,0,15,0,73,25,40,0,36,0,34,21,45,0,15,0,41,13,42,0,31,0,39,22,30,0,38
                         ,ROMANS JEUNESSE  ,0,9,0,27,65,136,4,30,0,13,45,84,0,34,1,27,22,96,2,26,0,18,29,76,0,17
                         ,SCIENCES         ,0,10,0,1,1,9,0,9,0,2,2,15,0,5,0,0,9,7,0,4,0,1,4,15,0,1
                         ,SOCIETE          ,0,2,0,2,1,2,0,3,0,1,17,5,0,2,0,1,0,1,0,0,0,2,3,7,0,0
                         ,SPORTS ET LOISIRS,0,0,0,2,3,8,0,0,0,1,2,10,1,4,0,1,1,5,0,4,0,1,2,4,0,1
                         ,VIE PRATIQUE     ,0,20,0,19,5,23,0,3,0,14,5,23,0,2,0,9,0,18,1,2,0,17,3,15,0,12
                         ,THEATRE          ,0,1,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,2,0,1
Ludothèque Municipale  ,TOTAL            ,0,85,0,0,114,114,3,92,65,0,28,88,5,64,29,0,62,111,1,69,19,0,93,100,1,28
                         ,ALBUMS           ,0,16,0,0,2,1,0,25,3,0,1,4,0,1,0,0,1,1,0,12,0,0,0,9,1,0
                         ,AUTOUR DU JEU    ,0,3,0,0,6,6,0,5,3,0,5,6,1,0,0,0,4,15,0,4,0,0,3,6,0,0
                         ,BD ADULTES       ,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,0,2,0,0,3,5,0,0
                         ,BD JEUNESSE      ,0,0,0,0,12,5,0,6,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0,1,0,0
                         ,CINEMA ADULTES   ,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,CINEMA JEUNESSE  ,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,JEUX D'ASSEMBLAGE,0,16,0,0,7,16,0,3,11,0,2,10,0,6,4,0,7,6,0,3,2,0,9,12,0,2
                         ,JEUX D'EXERCICES ,0,11,0,0,12,13,0,9,0,0,2,16,1,2,5,0,18,13,0,5,1,0,16,13,0,6
                         ,GRANDS JEUX      ,0,0,0,0,2,0,0,2,0,0,3,0,0,8,0,0,0,0,0,1,0,0,8,0,0,5
                         ,JEUX A REGLES    ,0,20,0,0,42,42,3,20,29,0,8,21,1,41,13,0,15,36,1,26,8,0,21,29,0,4
                         ,JEUX SYMBOLIQUES ,0,17,0,0,28,31,0,16,14,0,6,29,2,5,7,0,8,29,0,14,8,0,28,16,0,10
                         ,MUSIQUE ADULTES  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
                         ,MUSIQUE JEUNESSE ,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
                         ,PSYCHOLOGIE      ,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,6,0,0
                         ,RELIGIONS        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
                         ,ROMANS ADULTES   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0
                         ,ROMANS JEUNESSE  ,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
                         ,SOCIETE          ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
                         ,VIE PRATIQUE     ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
                         ,THEATRE          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gao Xingjian - Sillon    ,TOTAL            ,310,319,0,11,213,314,266,225,454,0,216,290,169,85,300,0,236,284,75,144,339,0,241,359,136,225
                         ,ALBUMS           ,75,103,0,3,42,62,47,34,111,0,42,40,28,16,80,0,74,65,5,16,42,0,20,77,11,48
                         ,ARTS             ,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,4,0,1
                         ,GRAPHISME        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
                         ,AUTOUR DU JEU    ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
                         ,BD ADULTES       ,14,25,0,0,6,8,8,19,44,0,34,30,17,3,11,0,32,13,2,2,33,0,25,19,13,3
                         ,BD JEUNESSE      ,93,75,0,0,24,60,60,50,120,0,34,65,12,13,68,0,27,73,21,47,136,0,27,72,32,26
                         ,CINEMA ADULTES   ,1,1,0,0,2,0,2,0,0,0,0,2,0,0,1,0,0,0,2,2,0,0,0,2,0,0
                         ,CINEMA JEUNESSE  ,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
                         ,GEOGRAPHIE       ,0,0,0,0,1,0,4,6,2,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0
                         ,HISTOIRE         ,0,0,0,0,1,6,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
                         ,INFORMATIQUE     ,0,1,0,0,1,6,0,1,0,0,1,1,0,0,3,0,0,2,0,0,1,0,2,0,1,1
                         ,JEUX D'ASSEMBLAGE,0,2,0,0,1,1,0,1,3,0,0,2,4,2,0,0,0,2,0,1,0,0,1,2,0,0
                         ,JEUX D'EXERCICES ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,GRANDS JEUX      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
                         ,JEUX A REGLES    ,34,23,0,2,23,23,6,20,43,0,15,22,18,8,33,0,14,12,4,12,23,0,23,24,4,18
                         ,JEUX SYMBOLIQUES ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
                         ,JEUX VIDEO       ,14,16,0,0,5,29,6,3,21,0,5,10,5,6,11,0,7,10,1,9,10,0,2,14,1,9
                         ,LANGUES          ,8,0,0,0,0,10,11,2,4,0,11,5,0,1,1,0,0,8,0,5,2,0,16,15,2,1
                         ,LITTERATURE      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
                         ,LOISIRS CREATIFS ,0,4,0,0,1,1,0,1,0,0,0,0,4,4,2,0,1,4,1,0,3,0,0,6,8,7
                         ,MUSIQUE ADULTES  ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,4,0,0,0
                         ,MUSIQUE JEUNESSE ,1,0,0,4,1,1,6,4,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0
                         ,PRESSE           ,0,17,0,0,11,3,22,3,4,0,7,7,5,4,7,0,3,10,0,8,24,0,7,13,5,16
                         ,FONDS PRO        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
                         ,PSYCHOLOGIE      ,2,0,0,0,4,11,1,9,5,0,1,3,3,3,3,0,4,3,1,0,4,0,1,4,7,0
                         ,RELIGIONS        ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
                         ,ROMANS ADULTES   ,33,17,0,0,43,33,55,41,32,0,13,32,38,19,26,0,45,47,28,22,28,0,50,26,22,46
                         ,ROMANS JEUNESSE  ,9,21,0,2,27,30,24,9,31,0,24,29,21,2,29,0,9,13,0,13,21,0,37,38,20,20
                         ,SCIENCES         ,5,1,0,0,2,2,5,5,6,0,16,14,5,0,4,0,0,5,0,3,2,0,10,7,3,2
                         ,SOCIETE          ,4,4,0,0,6,8,3,9,4,0,3,11,3,1,5,0,9,6,1,2,1,0,3,6,0,14
                         ,SPORTS ET LOISIRS,4,0,0,0,1,5,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,2,3,0,0
                         ,VIE PRATIQUE     ,12,9,0,0,10,14,5,6,17,0,8,7,5,0,13,0,4,5,7,2,7,0,5,21,6,11
                         ,THEATRE          ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,VERSION ORIGINALE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
